name,date,temp,prcp,wdsp
OLSZTYN,2021-08-29,15,0.07,2.4
BIALYSTOK,2021-04-25,3,0.0,4.7
SZCZECIN,2021-01-20,4,0.13,6.9
SZCZECIN,2021-05-21,12,0.16,8.9
KATOWICE,2021-05-15,14,0.0,5.7
ZIELONA GORA,2021-08-02,17,0.0,5.7
BIALYSTOK,2021-09-22,7,,3.9
LUBLIN,2021-11-21,9,,11.5
BIALYSTOK,2021-05-25,13,0.02,4
GDANSK,2021-10-22,7,0.06,13.9
OPOLE,2021-04-16,3,0.31,8.6
GORZOW WLKP,2021-03-14,5,0.1,9.4
BIALYSTOK,2021-08-28,14,0.84,2.4
GDANSK,2021-08-06,18,0.02,11.3
LUBLIN,2021-09-12,18,,4.7
ZIELONA GORA,2021-10-20,16,0.0,8.3
SZCZECIN,2021-01-05,2,0.03,6.9
OLSZTYN,2021-09-23,12,0.08,7.4
GORZOW WLKP,2021-05-27,11,0.09,5.2
GORZOW WLKP,2021-10-04,15,0.0,3.6
KATOWICE,2021-04-04,2,0.0,5.3
GDANSK,2021-04-01,5,0.01,8.4
GDANSK,2021-05-22,12,0.04,7.5
LUBLIN,2021-05-29,13,,7.4
LUBLIN,2021-08-06,16,,10.8
KIELCE,2021-09-21,9,0.03,5.2
KIELCE,2021-11-15,5,,4.5
KATOWICE,2021-07-25,20,0.0,6.3
GDANSK,2021-09-04,14,0.0,4.5
OLSZTYN,2021-06-15,17,0.0,5.6
ZIELONA GORA,2021-10-07,12,0.0,4
GORZOW WLKP,2021-07-12,22,0.0,4.5
BIALYSTOK,2021-11-26,2,0.0,5
KATOWICE,2021-09-29,10,0.0,5.6
GDANSK,2021-12-15,5,0.0,7.1
BIALYSTOK,2021-05-03,5,0.63,9.3
SZCZECIN,2021-04-01,8,,5.8
GDANSK,2021-04-10,5,0.0,5.2
GDANSK,2021-06-24,20,0.0,5.8
OPOLE,2021-02-03,5,0.04,7.5
KIELCE,2021-04-02,6,0.09,5.1
OLSZTYN,2021-08-02,18,0.0,4.8
LUBLIN,2021-08-26,13,,6.7
SZCZECIN,2021-05-27,11,0.0,5.5
LUBLIN,2021-04-13,5,,8.8
LUBLIN,2021-11-04,9,,8.4
KIELCE,2021-05-22,12,0.28,4.9
ZIELONA GORA,2021-05-04,10,0.0,8.6
ZIELONA GORA,2021-05-06,7,0.02,7.3
SZCZECIN,2021-03-13,5,0.01,8.6
OLSZTYN,2021-08-19,17,0.04,6.2
OLSZTYN,2021-11-17,4,,5.5
LUBLIN,2021-09-25,15,,10.5
OPOLE,2021-09-20,10,0.0,2.4
OLSZTYN,2021-05-21,13,0.0,7.2
GORZOW WLKP,2021-08-16,20,0.0,6.7
GORZOW WLKP,2021-09-16,18,0.26,5.3
BIALYSTOK,2021-10-26,6,,3.7
KIELCE,2021-12-02,5,0.08,7
ZIELONA GORA,2021-11-18,7,0.0,8.5
GORZOW WLKP,2021-03-04,4,0.0,5.9
SZCZECIN,2021-05-22,12,0.12,7.8
KATOWICE,2021-03-04,6,0.0,9.1
ZIELONA GORA,2021-03-16,3,0.02,7.2
KATOWICE,2021-08-05,15,0.69,7
KATOWICE,2021-08-30,13,0.7,5.6
GDANSK,2021-11-14,7,0.0,6.8
OLSZTYN,2021-06-12,15,0.35,4.4
GORZOW WLKP,2021-05-06,8,0.04,7.8
GDANSK,2021-05-23,11,0.02,5.7
LUBLIN,2021-04-18,10,,3.1
LUBLIN,2021-11-18,6,,11.4
ZIELONA GORA,2021-09-12,18,0.09,3.8
OLSZTYN,2021-07-09,22,0.21,4.7
GDANSK,2021-07-15,25,0.18,5.2
KATOWICE,2021-07-31,21,0.0,5.2
GDANSK,2021-07-27,22,0.08,4.3
LUBLIN,2021-08-17,17,,8.7
OPOLE,2021-07-25,21,,4.9
KIELCE,2021-07-27,22,0.17,3.3
KIELCE,2021-05-07,8,0.15,6.5
GDANSK,2021-08-27,15,0.13,3.5
GORZOW WLKP,2021-05-07,6,0.0,5.3
LUBLIN,2021-08-10,20,,4.1
KIELCE,2021-07-17,24,0.0,3.7
LUBLIN,2021-06-12,19,,6.9
SZCZECIN,2021-09-10,19,,4.5
KATOWICE,2021-07-09,23,0.75,7.5
ZIELONA GORA,2021-07-14,21,0.02,4
KIELCE,2021-05-14,14,0.12,3.6
SZCZECIN,2021-05-26,11,0.08,7.6
BIALYSTOK,2021-06-30,22,,2.3
SZCZECIN,2021-08-06,18,,3.7
GDANSK,2021-07-12,22,0.04,8.2
GDANSK,2021-08-10,18,0.0,5.5
KIELCE,2021-06-30,22,0.28,4.2
ZIELONA GORA,2021-08-23,14,1.72,4.8
OLSZTYN,2021-06-24,21,0.12,3.6
KATOWICE,2021-07-11,20,0.08,5.9
ZIELONA GORA,2021-05-12,17,0.0,6.6
ZIELONA GORA,2021-08-20,18,0.0,4.5
KATOWICE,2021-06-30,20,0.03,8.5
SZCZECIN,2021-05-18,12,0.09,4.6
KATOWICE,2021-08-10,20,0.0,4.8
KATOWICE,2021-07-27,22,0.17,5.5
ZIELONA GORA,2021-08-03,16,0.01,3.1
SZCZECIN,2021-06-30,21,0.55,5.6
KATOWICE,2021-06-25,18,0.54,5.2
GDANSK,2021-07-26,22,0.01,5.2
LUBLIN,2021-04-20,9,,4.5
GDANSK,2021-05-21,12,0.31,7.3
ZIELONA GORA,2021-09-10,21,0.0,4.5
KIELCE,2021-02-13,-3,0.0,9.7
BIALYSTOK,2021-01-07,1,0.05,4
OPOLE,2021-04-07,2,0.0,6.5
OLSZTYN,2021-01-10,-1,0.06,2.9
OLSZTYN,2021-04-26,2,0.06,6.2
OLSZTYN,2021-11-29,0,0.18,8.5
KATOWICE,2021-01-30,-2,0.12,7
GDANSK,2021-01-26,1,0.0,8.9
GDANSK,2021-03-04,2,0.01,8.3
OLSZTYN,2021-01-24,1,0.06,3.4
KIELCE,2021-12-20,-1,0.11,10.2
SZCZECIN,2021-12-12,0,3.54,6.5
LUBLIN,2021-12-29,-3,,7.9
BIALYSTOK,2021-11-27,1,0.29,4.1
SZCZECIN,2021-12-04,1,0.04,6.6
GDANSK,2021-01-20,1,0.02,10.2
ZIELONA GORA,2021-12-24,2,0.36,7.9
GORZOW WLKP,2021-12-24,0,0.28,5.7
OPOLE,2021-03-05,1,0.2,5.7
SZCZECIN,2021-12-05,0,0.06,5
KATOWICE,2021-01-27,-2,0.01,7.1
OLSZTYN,2021-12-10,0,0.39,6.5
KATOWICE,2021-12-24,2,0.05,14.4
OLSZTYN,2021-11-30,0,0.12,6.9
SZCZECIN,2021-02-02,-2,0.0,5.5
GDANSK,2021-12-22,-3,0.22,6
OPOLE,2021-01-19,1,0.04,5.1
GORZOW WLKP,2021-01-13,1,0.26,7.4
KATOWICE,2021-11-30,0,0.0,14.1
LUBLIN,2021-11-30,1,,14.6
GDANSK,2021-03-08,0,0.14,7.3
OLSZTYN,2021-04-03,3,,8.3
GDANSK,2021-01-06,1,0.61,6.7
GDANSK,2021-02-04,0,0.04,12.1
KIELCE,2021-04-05,4,0.0,9.1
KIELCE,2021-12-18,2,0.0,5.8
KIELCE,2021-03-21,-3,0.03,6.5
KATOWICE,2021-03-05,-1,0.19,7.2
LUBLIN,2021-04-08,2,,10.6
OLSZTYN,2021-01-12,-1,2.76,8
KIELCE,2021-04-15,2,0.27,5.5
BIALYSTOK,2021-03-22,1,,5.2
GDANSK,2021-12-06,-1,0.0,9.4
LUBLIN,2021-12-19,3,,13.7
BIALYSTOK,2021-12-29,-7,,5.6
OPOLE,2021-03-22,1,0.05,3.6
ZIELONA GORA,2021-11-30,2,0.02,10.6
GDANSK,2021-12-01,1,0.02,10.6
BIALYSTOK,2021-11-29,2,0.31,5.8
KATOWICE,2021-12-07,-2,0.01,5
OPOLE,2021-04-05,5,0.0,7.4
SZCZECIN,2021-01-03,0,0.0,6.9
ZIELONA GORA,2021-03-11,3,0.2,8.5
SZCZECIN,2021-12-01,3,0.2,10.4
KATOWICE,2021-12-27,-9,0.0,9.3
GDANSK,2021-01-07,0,0.0,3.5
SZCZECIN,2021-01-28,0,0.0,9.5
OLSZTYN,2021-12-07,-8,,3.8
OLSZTYN,2021-01-25,0,0.04,6.2
GORZOW WLKP,2021-12-05,0,0.06,5.1
KATOWICE,2021-11-26,1,0.55,3.7
GDANSK,2021-01-19,-7,0.0,11.9
KIELCE,2021-04-16,3,0.09,6.6
OLSZTYN,2021-12-04,0,0.0,5.6
SZCZECIN,2021-03-20,0,0.03,6.6
GDANSK,2021-03-05,1,0.03,7.6
OLSZTYN,2021-04-24,4,0.0,7.2
ZIELONA GORA,2021-01-08,0,0.0,3.6
BIALYSTOK,2021-04-24,3,0.09,5.2
KIELCE,2021-03-22,0,0.0,5.3
BIALYSTOK,2021-11-23,1,0.02,4.8
KATOWICE,2021-01-23,5,0.0,9.6
KIELCE,2021-12-22,-6,0.0,3.1
OLSZTYN,2021-02-03,-1,0.03,4.3
BIALYSTOK,2021-02-04,-3,0.33,6.7
OLSZTYN,2021-05-02,5,1.34,10.2
